date,agent_id,agent_name,shift,experience_months,calls_handled,aht_seconds,csat_score,abandon_rate,fcr_rate,calls_in_queue,day_of_week,is_monday,is_night_shift
2024-09-30,18,Pablo Jiménez,night,33,30,197,4.34,0.1568,0.8469,31,0,1,1
2024-09-30,19,Laura Sánchez,morning,12,36,243,4.21,0.1749,0.7396,38,0,1,0
2024-09-30,20,Ricardo Chávez,night,22,17,221,3.69,0.1684,0.9053,33,0,1,1
2024-10-01,1,Sofia Morales,morning,29,34,278,4.52,0.0681,0.9137,8,1,0,0
2024-10-01,2,Carlos Pérez,afternoon,15,43,221,4.53,0.0497,0.7111,15,1,0,0
2024-10-01,3,Ana López,morning,8,48,295,3.86,0.0986,0.7028,23,1,0,0
2024-10-01,4,Miguel Torres,afternoon,21,35,236,3.84,0.1223,0.8529,22,1,0,0
2024-10-01,5,Lucía Ramírez,morning,19,38,262,4.33,0.1094,0.7253,29,1,0,0
2024-10-01,6,Diego Hernández,afternoon,23,31,273,4.28,0.0392,0.8436,6,1,0,0
2024-10-01,7,María García,night,11,36,292,3.57,0.0179,0.6347,0,1,0,1
2024-10-01,8,José Martínez,night,11,36,354,3.5,0.0701,0.7807,5,1,0,1
2024-10-01,9,Isabella Flores,night,24,22,216,3.61,0.0428,0.9366,0,1,0,1
2024-10-01,10,Andrés Castro,morning,24,65,176,4.11,0.0702,0.726,19,1,0,0
2024-10-01,11,Valentina Ruiz,morning,3,46,288,3.78,0.0764,0.6625,22,1,0,0
2024-10-01,12,Eduardo Vega,night,22,32,242,4.0,0.0333,0.8119,0,1,0,1
2024-10-01,13,Camila Ortiz,afternoon,2,32,281,3.87,0.0458,0.5203,8,1,0,0
2024-10-01,14,Roberto Díaz,night,24,20,278,4.28,0.0706,0.9161,13,1,0,1
2024-10-01,15,Daniela Vargas,night,30,26,245,3.85,0.0616,0.9081,11,1,0,1
2024-10-01,16,Fernando Reyes,afternoon,2,41,203,4.12,0.0908,0.35,16,1,0,0
2024-10-01,17,Gabriela Méndez,afternoon,21,30,169,4.49,0.0581,0.8416,15,1,0,0
2024-10-01,18,Pablo Jiménez,night,33,42,201,3.96,0.0845,0.95,18,1,0,1
2024-10-01,19,Laura Sánchez,morning,12,48,195,3.91,0.0897,0.6093,14,1,0,0
2024-10-01,20,Ricardo Chávez,afternoon,22,53,236,3.79,0.042,0.7891,14,1,0,0
2024-10-02,1,Sofia Morales,afternoon,29,41,245,5.0,0.1034,0.8826,22,2,0,0
2024-10-02,2,Carlos Pérez,afternoon,15,34,202,3.8,0.0434,0.6426,5,2,0,0
2024-10-02,3,Ana López,morning,8,42,232,4.03,0.0657,0.6563,10,2,0,0
2024-10-02,4,Miguel Torres,afternoon,21,33,275,4.77,0.0608,0.5182,7,2,0,0
2024-10-02,5,Lucía Ramírez,morning,19,55,204,4.53,0.055,0.7505,8,2,0,0
2024-10-02,6,Diego Hernández,afternoon,23,44,223,4.55,0.0479,0.8754,16,2,0,0
2024-10-02,7,María García,morning,11,48,224,3.96,0.0846,0.627,19,2,0,0
2024-10-02,8,José Martínez,morning,11,50,263,4.13,0.0956,0.6951,21,2,0,0
2024-10-02,9,Isabella Flores,night,24,25,291,3.68,0.0178,0.9104,4,2,0,1
2024-10-02,10,Andrés Castro,night,24,40,316,3.29,0.0251,0.7197,0,2,0,1
2024-10-02,11,Valentina Ruiz,afternoon,3,36,265,4.19,0.0781,0.6388,20,2,0,0
2024-10-02,12,Eduardo Vega,night,22,30,250,4.11,0.0782,0.6509,16,2,0,1
2024-10-02,13,Camila Ortiz,afternoon,2,32,245,3.66,0.048,0.567,18,2,0,0
2024-10-02,14,Roberto Díaz,morning,24,55,213,4.73,0.0624,0.7619,22,2,0,0
2024-10-02,15,Daniela Vargas,night,30,32,252,4.21,0.0313,0.8424,2,2,0,1
2024-10-02,16,Fernando Reyes,morning,2,50,248,3.95,0.0901,0.5402,23,2,0,0
2024-10-02,17,Gabriela Méndez,morning,21,58,214,4.31,0.0595,0.797,14,2,0,0
2024-10-02,18,Pablo Jiménez,night,33,17,313,3.85,0.0647,0.95,10,2,0,1
2024-10-02,19,Laura Sánchez,morning,12,39,255,4.11,0.0596,0.6701,13,2,0,0
2024-10-02,20,Ricardo Chávez,afternoon,22,28,199,4.82,0.0716,0.8216,12,2,0,0
2024-10-03,1,Sofia Morales,morning,29,51,235,4.34,0.1061,0.8708,19,3,0,0
2024-10-03,2,Carlos Pérez,afternoon,15,53,215,4.64,0.0876,0.7134,21,3,0,0
2024-10-03,3,Ana López,afternoon,8,42,281,4.15,0.0735,0.7512,17,3,0,0
2024-10-03,4,Miguel Torres,night,21,26,286,4.0,0.0455,0.8175,5,3,0,1
2024-10-03,5,Lucía Ramírez,afternoon,19,55,210,4.28,0.0978,0.8204,21,3,0,0
2024-10-03,6,Diego Hernández,afternoon,23,37,184,4.22,0.0538,0.8454,13,3,0,0
2024-10-03,7,María García,afternoon,11,46,295,4.21,0.0532,0.746,15,3,0,0
2024-10-03,8,José Martínez,afternoon,11,29,329,4.35,0.0834,0.5963,13,3,0,0
2024-10-03,9,Isabella Flores,night,24,37,338,4.31,0.0542,0.7815,12,3,0,1
2024-10-03,10,Andrés Castro,morning,24,55,228,4.51,0.0545,0.9405,14,3,0,0
2024-10-03,11,Valentina Ruiz,morning,3,60,218,3.64,0.0819,0.53,16,3,0,0
2024-10-03,12,Eduardo Vega,night,22,34,233,4.05,0.0766,0.8782,12,3,0,1
2024-10-03,13,Camila Ortiz,night,2,26,295,3.73,0.0691,0.3948,3,3,0,1
2024-10-03,14,Roberto Díaz,morning,24,42,223,4.58,0.0867,0.841,16,3,0,0
2024-10-03,15,Daniela Vargas,night,30,26,281,4.39,0.0886,0.8111,18,3,0,1
2024-10-03,16,Fernando Reyes,night,2,28,370,3.85,0.0635,0.6073,11,3,0,1
2024-10-03,17,Gabriela Méndez,afternoon,21,48,262,4.17,0.0178,0.7995,9,3,0,0
2024-10-03,18,Pablo Jiménez,morning,33,39,182,4.62,0.0797,0.9316,20,3,0,0
2024-10-03,19,Laura Sánchez,morning,12,44,269,3.88,0.1273,0.554,24,3,0,0
2024-10-03,20,Ricardo Chávez,morning,22,39,250,4.74,0.015,0.8313,9,3,0,0
2024-10-04,1,Sofia Morales,afternoon,29,42,280,4.26,0.1015,0.95,28,4,0,0
2024-10-04,2,Carlos Pérez,morning,15,53,233,3.89,0.1342,0.7511,33,4,0,0
2024-10-04,3,Ana López,morning,8,45,239,3.66,0.1186,0.7269,34,4,0,0
2024-10-04,4,Miguel Torres,morning,21,47,210,4.41,0.0759,0.8767,18,4,0,0
2024-10-04,5,Lucía Ramírez,afternoon,19,46,252,4.67,0.1357,0.737,26,4,0,0
2024-10-04,6,Diego Hernández,afternoon,23,45,234,4.2,0.1204,0.7714,28,4,0,0
2024-10-04,7,María García,afternoon,11,31,237,3.94,0.1039,0.7462,28,4,0,0
2024-10-04,8,José Martínez,morning,11,37,300,4.11,0.1073,0.694,31,4,0,0
2024-10-04,9,Isabella Flores,afternoon,24,55,176,4.63,0.0848,0.8643,20,4,0,0
2024-10-04,10,Andrés Castro,morning,24,43,261,4.69,0.1098,0.8802,27,4,0,0
2024-10-04,11,Valentina Ruiz,afternoon,3,24,321,3.69,0.1249,0.6974,32,4,0,0
2024-10-04,12,Eduardo Vega,morning,22,49,253,4.12,0.1098,0.8201,27,4,0,0
2024-10-04,13,Camila Ortiz,afternoon,2,42,299,3.87,0.1145,0.6381,27,4,0,0
2024-10-04,14,Roberto Díaz,afternoon,24,35,241,4.2,0.1198,0.78,27,4,0,0
2024-10-04,15,Daniela Vargas,night,30,28,256,3.97,0.1319,0.95,28,4,0,1
2024-10-04,16,Fernando Reyes,afternoon,2,51,242,3.62,0.1246,0.6208,35,4,0,0
2024-10-04,17,Gabriela Méndez,morning,21,40,301,4.21,0.1546,0.784,38,4,0,0
2024-10-04,18,Pablo Jiménez,afternoon,33,47,199,4.14,0.1466,0.8325,30,4,0,0
2024-10-04,19,Laura Sánchez,morning,12,45,239,4.04,0.0986,0.6762,26,4,0,0
2024-10-04,20,Ricardo Chávez,morning,22,37,283,3.9,0.1695,0.7799,42,4,0,0
2024-10-07,1,Sofia Morales,afternoon,29,41,221,4.49,0.2131,0.9011,38,0,1,0
2024-10-07,2,Carlos Pérez,afternoon,15,23,267,3.7,0.1998,0.7031,46,0,1,0
2024-10-07,3,Ana López,afternoon,8,50,281,3.88,0.2043,0.7089,49,0,1,0
2024-10-07,4,Miguel Torres,morning,21,38,216,4.56,0.2191,0.7695,53,0,1,0
2024-10-07,5,Lucía Ramírez,morning,19,49,243,4.14,0.1658,0.8852,38,0,1,0
2024-10-07,6,Diego Hernández,night,23,27,276,4.04,0.1708,0.6802,32,0,1,1
2024-10-07,7,María García,morning,11,58,313,3.64,0.199,0.7553,46,0,1,0
2024-10-07,8,José Martínez,morning,11,48,295,4.53,0.1888,0.6636,44,0,1,0
2024-10-07,9,Isabella Flores,morning,24,35,214,4.63,0.2305,0.8283,48,0,1,0
2024-10-07,10,Andrés Castro,morning,24,40,241,4.56,0.1716,0.8698,44,0,1,0
2024-10-07,11,Valentina Ruiz,afternoon,3,44,268,3.41,0.2017,0.6848,47,0,1,0
2024-10-07,12,Eduardo Vega,morning,22,31,210,4.24,0.1965,0.8425,50,0,1,0
2024-10-07,13,Camila Ortiz,morning,2,47,189,3.87,0.2221,0.6584,44,0,1,0
2024-10-07,14,Roberto Díaz,afternoon,24,50,211,4.64,0.2116,0.8353,44,0,1,0
2024-10-07,15,Daniela Vargas,night,30,19,235,4.37,0.2009,0.8108,39,0,1,1
2024-10-07,16,Fernando Reyes,afternoon,2,39,314,3.56,0.2368,0.5393,46,0,1,0
2024-10-07,17,Gabriela Méndez,afternoon,21,37,202,3.82,0.1531,0.7859,39,0,1,0
2024-10-07,18,Pablo Jiménez,night,33,20,204,4.71,0.1485,0.95,31,0,1,1
2024-10-07,19,Laura Sánchez,afternoon,12,33,263,4.16,0.2147,0.6431,43,0,1,0
2024-10-07,20,Ricardo Chávez,morning,22,50,266,4.57,0.1682,0.6867,39,0,1,0
2024-10-08,1,Sofia Morales,night,29,19,261,3.9,0.0806,0.8916,19,1,0,1
2024-10-08,2,Carlos Pérez,morning,15,49,283,4.2,0.0638,0.7375,10,1,0,0
2024-10-08,3,Ana López,afternoon,8,41,276,4.14,0.0829,0.5521,22,1,0,0
2024-10-08,4,Miguel Torres,afternoon,21,30,173,4.58,0.0918,0.8212,16,1,0,0
2024-10-08,5,Lucía Ramírez,morning,19,22,226,4.19,0.0465,0.6502,11,1,0,0
2024-10-08,6,Diego Hernández,night,23,27,278,3.77,0.0776,0.6708,20,1,0,1
2024-10-08,7,María García,morning,11,37,171,4.59,0.0769,0.7287,17,1,0,0
2024-10-08,8,José Martínez,afternoon,11,44,219,3.78,0.0957,0.726,16,1,0,0
2024-10-08,9,Isabella Flores,night,24,37,235,3.96,0.0546,0.8528,11,1,0,1
2024-10-08,10,Andrés Castro,afternoon,24,39,241,4.37,0.0383,0.9407,15,1,0,0
2024-10-08,11,Valentina Ruiz,afternoon,3,27,257,3.52,0.0686,0.5854,14,1,0,0
2024-10-08,12,Eduardo Vega,night,22,41,239,4.24,0.0689,0.9176,10,1,0,1
2024-10-08,13,Camila Ortiz,morning,2,42,282,3.75,0.0653,0.5717,20,1,0,0
2024-10-08,14,Roberto Díaz,night,24,32,276,4.11,0.0697,0.7988,13,1,0,1
2024-10-08,15,Daniela Vargas,morning,30,55,142,5.0,0.0618,0.9465,19,1,0,0
2024-10-08,16,Fernando Reyes,morning,2,34,281,3.63,0.0677,0.5992,19,1,0,0
2024-10-08,17,Gabriela Méndez,morning,21,31,243,4.46,0.0296,0.8541,8,1,0,0
2024-10-08,18,Pablo Jiménez,afternoon,33,54,212,4.77,0.0944,0.8328,19,1,0,0
2024-10-08,19,Laura Sánchez,morning,12,51,347,4.02,0.1038,0.691,20,1,0,0
2024-10-08,20,Ricardo Chávez,morning,22,33,173,3.99,0.0662,0.8167,14,1,0,0
2024-10-09,1,Sofia Morales,afternoon,29,42,167,4.48,0.0276,0.95,11,2,0,0
2024-10-09,2,Carlos Pérez,afternoon,15,42,291,4.36,0.0655,0.7572,13,2,0,0
2024-10-09,3,Ana López,night,8,39,311,3.2,0.0719,0.5649,21,2,0,1
2024-10-09,4,Miguel Torres,afternoon,21,28,219,4.48,0.085,0.9376,20,2,0,0
2024-10-09,5,Lucía Ramírez,morning,19,39,228,3.82,0.1048,0.6748,26,2,0,0
2024-10-09,6,Diego Hernández,morning,23,41,221,4.46,0.1288,0.9074,19,2,0,0
2024-10-09,7,María García,morning,11,60,257,4.0,0.0753,0.7172,19,2,0,0
2024-10-09,8,José Martínez,afternoon,11,40,298,4.4,0.0828,0.5954,12,2,0,0
2024-10-09,9,Isabella Flores,afternoon,24,26,212,3.98,0.0667,0.7838,16,2,0,0
2024-10-09,10,Andrés Castro,morning,24,47,251,4.69,0.0895,0.832,16,2,0,0
2024-10-09,11,Valentina Ruiz,morning,3,39,232,3.28,0.086,0.6808,17,2,0,0
2024-10-09,12,Eduardo Vega,morning,22,46,176,4.8,0.0983,0.9124,19,2,0,0
2024-10-09,13,Camila Ortiz,morning,2,55,261,4.08,0.0493,0.3966,16,2,0,0
2024-10-09,14,Roberto Díaz,morning,24,53,284,4.21,0.0834,0.9344,13,2,0,0
2024-10-09,15,Daniela Vargas,morning,30,53,228,4.71,0.1004,0.8896,22,2,0,0
2024-10-09,16,Fernando Reyes,morning,2,49,345,3.47,0.0472,0.575,6,2,0,0
2024-10-09,17,Gabriela Méndez,morning,21,46,196,4.38,0.0669,0.7581,16,2,0,0
2024-10-09,18,Pablo Jiménez,afternoon,33,56,211,4.39,0.0572,0.9314,17,2,0,0
2024-10-09,19,Laura Sánchez,afternoon,12,25,248,4.27,0.1088,0.7729,27,2,0,0
2024-10-09,20,Ricardo Chávez,afternoon,22,24,268,5.0,0.0637,0.8656,16,2,0,0
2024-10-10,1,Sofia Morales,night,29,25,252,4.13,0.0904,0.9208,15,3,0,1
2024-10-10,2,Carlos Pérez,night,15,38,279,4.28,0.0952,0.7644,15,3,0,1
2024-10-10,3,Ana López,morning,8,64,241,4.2,0.0716,0.5157,16,3,0,0
2024-10-10,4,Miguel Torres,morning,21,47,216,4.44,0.084,0.8058,23,3,0,0
2024-10-10,5,Lucía Ramírez,morning,19,51,194,4.35,0.0739,0.8545,16,3,0,0
2024-10-10,6,Diego Hernández,morning,23,31,223,4.32,0.1004,0.8977,27,3,0,0
2024-10-10,7,María García,afternoon,11,39,256,4.43,0.0527,0.828,8,3,0,0
2024-10-10,8,José Martínez,morning,11,48,283,3.94,0.076,0.6591,13,3,0,0
2024-10-10,9,Isabella Flores,morning,24,42,237,4.82,0.0963,0.8835,24,3,0,0
2024-10-10,10,Andrés Castro,morning,24,37,246,4.19,0.088,0.863,18,3,0,0
2024-10-10,11,Valentina Ruiz,morning,3,42,236,3.96,0.0853,0.5545,23,3,0,0
2024-10-10,12,Eduardo Vega,morning,22,49,203,4.39,0.1063,0.7764,17,3,0,0
2024-10-10,13,Camila Ortiz,morning,2,53,226,3.86,0.064,0.526,12,3,0,0
2024-10-10,14,Roberto Díaz,morning,24,47,258,4.23,0.0763,0.8629,18,3,0,0
2024-10-10,15,Daniela Vargas,morning,30,36,181,4.57,0.0709,0.912,24,3,0,0
2024-10-10,16,Fernando Reyes,night,2,42,321,3.67,0.0925,0.4246,19,3,0,1
2024-10-10,17,Gabriela Méndez,afternoon,21,37,205,4.52,0.0964,0.8613,20,3,0,0
2024-10-10,18,Pablo Jiménez,afternoon,33,49,239,5.0,0.1182,0.8895,19,3,0,0
2024-10-10,19,Laura Sánchez,morning,12,26,301,4.21,0.0496,0.6679,12,3,0,0
2024-10-10,20,Ricardo Chávez,afternoon,22,49,239,4.54,0.0546,0.7562,11,3,0,0
2024-10-11,1,Sofia Morales,afternoon,29,36,194,4.99,0.1096,0.8348,31,4,0,0
2024-10-11,2,Carlos Pérez,afternoon,15,54,219,4.28,0.1263,0.6506,32,4,0,0
2024-10-11,3,Ana López,afternoon,8,44,233,3.6,0.0831,0.5998,25,4,0,0
2024-10-11,4,Miguel Torres,morning,21,58,221,4.59,0.115,0.8165,26,4,0,0
2024-10-11,5,Lucía Ramírez,morning,19,58,226,4.33,0.1085,0.6028,25,4,0,0
2024-10-11,6,Diego Hernández,night,23,20,234,3.77,0.1058,0.7596,32,4,0,1
2024-10-11,7,María García,night,11,33,266,3.33,0.0812,0.8146,16,4,0,1
2024-10-11,8,José Martínez,afternoon,11,45,216,3.59,0.1254,0.6919,29,4,0,0
2024-10-11,9,Isabella Flores,night,24,34,251,3.8,0.0749,0.95,21,4,0,1
2024-10-11,10,Andrés Castro,night,24,23,262,3.48,0.0534,0.8762,14,4,0,1
2024-10-11,11,Valentina Ruiz,morning,3,52,286,3.78,0.1165,0.6609,27,4,0,0
2024-10-11,12,Eduardo Vega,afternoon,22,50,229,3.97,0.1033,0.8292,25,4,0,0
2024-10-11,13,Camila Ortiz,night,2,50,350,3.13,0.1105,0.5007,23,4,0,1
2024-10-11,14,Roberto Díaz,afternoon,24,42,233,4.22,0.108,0.8671,27,4,0,0
2024-10-11,15,Daniela Vargas,morning,30,28,254,4.02,0.1445,0.7864,29,4,0,0
2024-10-11,16,Fernando Reyes,night,2,16,269,3.37,0.0664,0.6086,15,4,0,1
2024-10-11,17,Gabriela Méndez,night,21,33,305,3.41,0.0898,0.8447,14,4,0,1
2024-10-11,18,Pablo Jiménez,morning,33,38,225,4.83,0.1271,0.9495,27,4,0,0
2024-10-11,19,Laura Sánchez,afternoon,12,50,282,3.67,0.121,0.8091,29,4,0,0
2024-10-11,20,Ricardo Chávez,morning,22,42,197,4.43,0.1376,0.9137,35,4,0,0
2024-10-14,1,Sofia Morales,morning,29,38,158,4.8,0.1896,0.9029,39,0,1,0
2024-10-14,2,Carlos Pérez,afternoon,15,45,278,4.33,0.1901,0.7921,41,0,1,0
2024-10-14,3,Ana López,afternoon,8,43,216,4.15,0.1592,0.7618,39,0,1,0
2024-10-14,4,Miguel Torres,afternoon,21,43,226,4.77,0.1866,0.9384,37,0,1,0
2024-10-14,5,Lucía Ramírez,night,19,32,230,3.72,0.1675,0.7884,30,0,1,1
2024-10-14,6,Diego Hernández,morning,23,44,197,4.27,0.2069,0.7759,47,0,1,0
2024-10-14,7,María García,afternoon,11,50,258,4.46,0.2371,0.7177,59,0,1,0
2024-10-14,8,José Martínez,night,11,25,257,3.42,0.1775,0.7312,35,0,1,1
2024-10-14,9,Isabella Flores,night,24,26,246,4.12,0.1817,0.7286,41,0,1,1
2024-10-14,10,Andrés Castro,night,24,33,306,3.52,0.1611,0.8074,27,0,1,1
2024-10-14,11,Valentina Ruiz,night,3,32,277,3.16,0.1435,0.5029,33,0,1,1
2024-10-14,12,Eduardo Vega,morning,22,39,271,4.93,0.2159,0.95,40,0,1,0
2024-10-14,13,Camila Ortiz,night,2,20,285,3.17,0.1727,0.6038,33,0,1,1
2024-10-14,14,Roberto Díaz,night,24,14,274,3.74,0.1513,0.9441,32,0,1,1
2024-10-14,15,Daniela Vargas,morning,30,30,263,4.77,0.1889,0.8592,41,0,1,0
2024-10-14,16,Fernando Reyes,morning,2,46,191,3.76,0.176,0.5389,44,0,1,0
2024-10-14,17,Gabriela Méndez,night,21,37,219,4.03,0.1406,0.7798,30,0,1,1
2024-10-14,18,Pablo Jiménez,night,33,37,208,4.39,0.156,0.95,30,0,1,1
2024-10-14,19,Laura Sánchez,morning,12,47,261,4.05,0.1971,0.6619,45,0,1,0
2024-10-14,20,Ricardo Chávez,morning,22,49,247,4.15,0.1871,0.7964,49,0,1,0
2024-10-15,1,Sofia Morales,afternoon,29,43,265,4.66,0.0765,0.9116,21,1,0,0
2024-10-15,2,Carlos Pérez,morning,15,49,251,4.23,0.0424,0.7188,4,1,0,0
2024-10-15,3,Ana López,morning,8,54,192,4.33,0.1167,0.6089,23,1,0,0
2024-10-15,4,Miguel Torres,morning,21,30,139,4.44,0.0881,0.9332,20,1,0,0
2024-10-15,5,Lucía Ramírez,afternoon,19,36,195,4.1,0.0963,0.8418,21,1,0,0
2024-10-15,6,Diego Hernández,morning,23,62,145,4.06,0.0762,0.9005,22,1,0,0
2024-10-15,7,María García,afternoon,11,41,202,4.5,0.1078,0.8241,19,1,0,0
2024-10-15,8,José Martínez,afternoon,11,44,279,4.54,0.083,0.5854,13,1,0,0
2024-10-15,9,Isabella Flores,afternoon,24,47,153,3.84,0.069,0.7416,14,1,0,0
2024-10-15,10,Andrés Castro,night,24,15,227,4.14,0.0112,0.7912,2,1,0,1
2024-10-15,11,Valentina Ruiz,morning,3,37,278,3.95,0.0548,0.4779,18,1,0,0
2024-10-15,12,Eduardo Vega,morning,22,50,234,4.34,0.1055,0.7562,20,1,0,0
2024-10-15,13,Camila Ortiz,morning,2,51,311,3.4,0.0703,0.5215,15,1,0,0
2024-10-15,14,Roberto Díaz,afternoon,24,33,181,4.53,0.1031,0.7889,19,1,0,0
2024-10-15,15,Daniela Vargas,morning,30,60,174,4.59,0.0471,0.9155,13,1,0,0
2024-10-15,16,Fernando Reyes,afternoon,2,26,238,3.74,0.1026,0.5318,29,1,0,0
2024-10-15,17,Gabriela Méndez,afternoon,21,48,220,4.15,0.0545,0.7413,10,1,0,0
2024-10-15,18,Pablo Jiménez,morning,33,37,217,5.0,0.0874,0.8812,19,1,0,0
2024-10-15,19,Laura Sánchez,night,12,28,242,3.32,0.0435,0.5897,3,1,0,1
2024-10-15,20,Ricardo Chávez,morning,22,49,245,4.55,0.1172,0.8083,27,1,0,0
2024-10-16,1,Sofia Morales,night,29,25,243,4.45,0.0758,0.8709,14,2,0,1
2024-10-16,2,Carlos Pérez,morning,15,60,274,3.94,0.1012,0.6693,22,2,0,0
2024-10-16,3,Ana López,afternoon,8,38,214,3.92,0.1143,0.6182,24,2,0,0
2024-10-16,4,Miguel Torres,morning,21,36,221,3.98,0.1043,0.8691,27,2,0,0
2024-10-16,5,Lucía Ramírez,afternoon,19,38,252,4.5,0.0684,0.691,22,2,0,0
2024-10-16,6,Diego Hernández,night,23,45,237,3.91,0.0556,0.8609,8,2,0,1
2024-10-16,7,María García,morning,11,40,247,3.8,0.1062,0.638,19,2,0,0
2024-10-16,8,José Martínez,morning,11,40,320,4.2,0.0739,0.7759,11,2,0,0
2024-10-16,9,Isabella Flores,morning,24,24,200,4.77,0.0984,0.95,19,2,0,0
2024-10-16,10,Andrés Castro,afternoon,24,42,270,4.25,0.0831,0.8715,15,2,0,0
2024-10-16,11,Valentina Ruiz,night,3,28,318,3.47,0.1019,0.5278,22,2,0,1
2024-10-16,12,Eduardo Vega,morning,22,53,270,4.71,0.0895,0.6636,13,2,0,0
2024-10-16,13,Camila Ortiz,night,2,33,365,3.27,0.0674,0.6836,6,2,0,1
2024-10-16,14,Roberto Díaz,morning,24,57,252,4.71,0.1014,0.8908,31,2,0,0
2024-10-16,15,Daniela Vargas,night,30,33,230,3.86,0.0897,0.95,17,2,0,1
2024-10-16,16,Fernando Reyes,morning,2,45,337,3.51,0.1063,0.505,16,2,0,0
2024-10-16,17,Gabriela Méndez,afternoon,21,47,192,4.22,0.0994,0.7722,26,2,0,0
2024-10-16,18,Pablo Jiménez,afternoon,33,28,207,4.22,0.0855,0.921,16,2,0,0
2024-10-16,19,Laura Sánchez,morning,12,29,247,3.84,0.0926,0.7409,14,2,0,0
2024-10-16,20,Ricardo Chávez,morning,22,54,240,4.34,0.1049,0.6963,26,2,0,0
2024-10-17,1,Sofia Morales,afternoon,29,41,194,4.75,0.1501,0.7853,27,3,0,0
2024-10-17,2,Carlos Pérez,morning,15,45,235,4.1,0.0432,0.6306,11,3,0,0
2024-10-17,3,Ana López,morning,8,47,193,3.58,0.0314,0.6471,8,3,0,0
2024-10-17,4,Miguel Torres,night,21,19,268,3.71,0.0449,0.7386,4,3,0,1
2024-10-17,5,Lucía Ramírez,morning,19,50,232,4.5,0.1068,0.805,29,3,0,0
2024-10-17,6,Diego Hernández,morning,23,55,206,4.22,0.0752,0.8264,11,3,0,0
2024-10-17,7,María García,afternoon,11,55,274,3.77,0.0939,0.6393,19,3,0,0
2024-10-17,8,José Martínez,night,11,26,268,4.04,0.0381,0.7544,10,3,0,1
2024-10-17,9,Isabella Flores,morning,24,36,212,3.93,0.0831,0.737,19,3,0,0
2024-10-17,10,Andrés Castro,morning,24,51,231,4.16,0.075,0.8163,13,3,0,0
2024-10-17,11,Valentina Ruiz,afternoon,3,44,282,3.85,0.1347,0.5568,28,3,0,0
2024-10-17,12,Eduardo Vega,afternoon,22,33,264,4.81,0.107,0.7627,26,3,0,0
2024-10-17,13,Camila Ortiz,afternoon,2,47,229,4.36,0.128,0.4891,24,3,0,0
2024-10-17,14,Roberto Díaz,night,24,41,235,4.25,0.0605,0.8244,9,3,0,1
2024-10-17,15,Daniela Vargas,morning,30,47,181,4.6,0.0724,0.8736,8,3,0,0
2024-10-17,16,Fernando Reyes,afternoon,2,45,247,3.61,0.1014,0.4985,19,3,0,0
2024-10-17,17,Gabriela Méndez,night,21,38,227,3.78,0.083,0.7797,17,3,0,1
2024-10-17,18,Pablo Jiménez,morning,33,47,235,4.93,0.0926,0.95,19,3,0,0
2024-10-17,19,Laura Sánchez,morning,12,43,285,4.79,0.0757,0.784,15,3,0,0
2024-10-17,20,Ricardo Chávez,afternoon,22,33,199,4.21,0.0736,0.6009,13,3,0,0
2024-10-18,1,Sofia Morales,morning,29,40,168,4.54,0.0852,0.8991,29,4,0,0
2024-10-18,2,Carlos Pérez,morning,15,41,265,4.69,0.1716,0.7604,36,4,0,0
2024-10-18,3,Ana López,morning,8,51,244,4.85,0.1,0.7412,26,4,0,0
2024-10-18,4,Miguel Torres,morning,21,45,220,4.42,0.1447,0.7361,32,4,0,0
2024-10-18,5,Lucía Ramírez,morning,19,44,268,3.71,0.1158,0.8007,28,4,0,0
2024-10-18,6,Diego Hernández,morning,23,35,120,4.08,0.1335,0.95,29,4,0,0
2024-10-18,7,María García,afternoon,11,35,289,4.64,0.1349,0.5688,38,4,0,0
2024-10-18,8,José Martínez,afternoon,11,44,241,3.98,0.1232,0.7283,29,4,0,0
2024-10-18,9,Isabella Flores,morning,24,39,182,4.05,0.1186,0.8132,30,4,0,0
2024-10-18,10,Andrés Castro,afternoon,24,28,205,3.92,0.156,0.8641,35,4,0,0
2024-10-18,11,Valentina Ruiz,morning,3,43,235,4.0,0.0983,0.5205,28,4,0,0
2024-10-18,12,Eduardo Vega,afternoon,22,55,243,4.12,0.1313,0.668,31,4,0,0
2024-10-18,13,Camila Ortiz,night,2,26,276,3.22,0.1378,0.6509,32,4,0,1
2024-10-18,14,Roberto Díaz,morning,24,44,187,3.97,0.1384,0.7804,33,4,0,0
2024-10-18,15,Daniela Vargas,night,30,26,234,4.44,0.1039,0.9154,17,4,0,1
2024-10-18,16,Fernando Reyes,morning,2,38,244,3.56,0.1004,0.6202,25,4,0,0
2024-10-18,17,Gabriela Méndez,night,21,24,229,4.31,0.1026,0.7819,28,4,0,1
2024-10-18,18,Pablo Jiménez,afternoon,33,42,164,4.95,0.0959,0.95,26,4,0,0
2024-10-18,19,Laura Sánchez,morning,12,45,233,3.92,0.1312,0.5704,35,4,0,0
2024-10-18,20,Ricardo Chávez,afternoon,22,43,216,4.21,0.058,0.8732,15,4,0,0
2024-10-21,1,Sofia Morales,night,29,28,231,4.14,0.1828,0.8493,44,0,1,1
2024-10-21,2,Carlos Pérez,morning,15,67,270,3.94,0.2118,0.78,38,0,1,0
2024-10-21,3,Ana López,morning,8,42,257,3.82,0.219,0.6875,47,0,1,0
